IDENTIFIER	GSM1052615	GSM1052616	GSM1052617	GSM1052618	GSM1052619	GSM1052620
LIPE	7.77397	7.88633	7.72206	7.89519	7.85238	8.2058
LIPF	3.96981	4.12306	4.11985	4.11079	4.12353	4.05629
LIPG	6.6996	6.99567	6.66992	6.57613	6.53698	6.55048
LIPH	5.60997	5.8564	5.86511	6.49758	6.49256	6.55906
LIPI	4.21341	4.30927	4.20375	4.19329	4.22225	4.2276
LIPJ	4.17104	3.87677	4.00043	4.10127	3.95339	4.0006
LIPK	4.41013	4.26861	4.30889	4.93332	4.47757	4.25052
LIPM	5.66843	5.51235	5.46742	5.46203	5.63014	5.63964
LIPN	4.09565	4.28486	4.44001	4.15149	4.30793	4.5489
LIPT1	8.15704	8.11711	8.28633	8.09964	8.18454	8.02122
LIPT2	8.71729	8.6655	8.60728	8.6106	8.57415	8.73167
LITAF	11.2342	11.1968	11.2518	11.7911	11.8191	11.7504
LIX1	5.92015	6.18662	6.00734	5.96601	5.64429	5.92504
LIX1L	10.8665	10.8202	11.0504	11.0164	10.8931	10.7995
LKAAEAR1	8.25575	8.31086	8.10454	8.11907	8.10583	8.16644
LLGL1	9.37793	9.25121	9.31449	9.50112	9.43997	9.42002
LLGL2	7.47341	7.64935	7.63407	7.91777	7.89619	7.81547
LLPH	7.02499	6.93112	6.89757	6.66647	6.76376	6.07467
LLPH	9.23462	8.98078	9.06523	8.87187	9.12454	9.11786
LLPH	11.3446	11.2709	11.3188	10.9237	11.0692	11.2909
LMAN1	11.9922	11.9159	11.9249	11.7892	11.6723	11.64
LMAN1L	7.11821	7.32365	7.09713	7.09243	7.12945	7.16354
LMAN2	12.9638	13.0902	13.0609	13.076	13.0345	13.0411
LMAN2L	8.59827	8.4066	8.73491	8.70172	8.5548	8.56536
LMBR1	10.6315	10.6539	10.8182	10.5864	10.5182	10.3572
LMBR1L	8.70306	8.55789	8.71056	9.18179	9.02868	9.23458
LMBRD1	8.82358	8.58438	8.62727	9.44375	9.63261	9.47771
LMBRD2	8.40599	7.9077	8.47461	9.05409	9.13209	8.95446
LMCD1	9.36417	9.28786	9.23727	9.58765	9.59486	9.65629
LMF1	8.48926	8.55737	8.48544	9.79186	9.70809	9.78615
LMF2	9.4102	9.34561	9.25535	9.20104	9.02623	9.1306
LMLN	8.85211	8.87197	9.16735	9.31225	9.25831	9.22544
LMNA	12.1962	12.0666	12.0505	11.9927	11.9048	11.8924
LMNB1	10.3377	10.095	10.2753	8.98003	8.65301	8.69934
LMNB2	11.6445	11.6861	11.7717	10.8637	10.6334	10.5101
LMNTD1	5.55786	5.60965	5.35681	5.71372	5.74628	5.52586
LMO1	7.71351	7.84556	7.59438	7.86244	7.61046	7.94601
LMO2	7.09254	7.34874	7.03019	7.08201	7.2105	7.29401
LMO3	5.90899	5.87041	5.96622	6.48447	6.72116	6.28091
LMO4	7.24534	7.03828	7.02713	8.09659	8.02166	8.17431
LMO7	9.01306	8.81044	8.85892	8.35263	8.22147	8.02702
LMO7DN	6.71471	6.7388	6.60219	6.52231	6.68226	6.3524
LMOD1	6.88674	7.0689	6.89785	7.31082	7.35299	7.29755
LMOD2	6.00745	6.04547	5.98719	6.07778	6.00657	5.92302
LMOD3	4.728	4.92103	4.70571	4.90205	4.75932	4.90928
LMTK2	9.77826	9.77871	9.82543	9.66269	9.60221	9.48876
LMTK3	7.9323	8.18977	7.8611	7.65693	7.82665	7.96159
LMX1A	7.2112	7.36966	7.10368	6.92011	6.8804	7.06529
LMX1B	7.78088	8.2623	8.00382	7.79319	7.70078	8.13684
LNPEP	10.6668	10.5635	10.7541	11.1998	11.231	11.2138
LNX1	6.86707	7.00846	7.00351	6.91999	6.90043	7.06433
LNX2	9.05737	8.77435	9.09817	9.07055	9.23088	9.01101
LOC100034248	6.66169	6.65722	6.41826	6.51226	6.12506	6.58238
LOC100049716	5.67544	5.72949	5.56699	5.56699	5.58901	5.73174
LOC100126582	8.15768	8.22074	8.3352	8.30601	8.24477	8.21146
LOC100127886	5.53329	5.56198	5.53713	5.12707	5.51112	5.23209
LOC100127951	5.26645	5.41491	5.47572	6.0938	5.85024	5.90607
LOC100127972	11.3783	11.2895	11.2527	10.6829	10.5748	10.8347
LOC100128035	7.29297	7.26581	7.30565	8.05205	8.00026	7.91868
LOC100128175	4.70284	5.04119	5.01709	5.17383	5.42229	5.04517
LOC100128185	4.31794	4.35363	4.67275	4.17882	4.11579	4.19797
LOC100128233	4.9691	4.67564	4.71651	4.82413	4.85985	4.77796
LOC100128288	6.72984	6.86011	6.63977	8.70596	8.72425	8.59473
LOC100128310	5.85728	6.13779	6.16693	5.99152	5.77847	6.11469
LOC100128356	5.45481	5.54171	5.40291	5.39689	5.38181	5.35089
LOC100128374	7.88221	8.13444	7.92078	7.89294	7.92239	7.97162
LOC100128398	7.00058	7.10894	7.11298	7.37122	7.33186	7.26593
LOC100128398	7.63687	7.5992	7.65135	8.148	8.03736	8.08325
LOC100128501	6.48627	6.89788	6.65294	6.40806	6.29345	6.6933
LOC100128573	9.10311	8.97511	8.93883	9.04458	9.10145	9.14135
LOC100128644	7.23869	7.3903	7.23818	7.16966	7.04545	7.24568
LOC100128653	6.92165	6.97119	6.82793	7.03347	7.00367	6.98675
LOC100128751	6.89415	7.23217	7.07293	7.01001	7.00881	6.94547
LOC100128775	7.9442	8.21623	8.05705	7.94934	8.19788	8.32354
LOC100128816	10.4397	10.326	10.4371	10.0491	10.0399	10.0566
LOC100128840	6.41959	6.54195	6.65548	6.27233	6.30221	6.63148
LOC100128922	3.94299	3.9388	4.00991	4.05286	4.57285	4.01165
LOC100128988	4.97851	4.94084	4.94605	5.12427	4.98673	5.03013
LOC100129033	7.80196	7.552	7.79183	8.16707	8.25699	8.16514
LOC100129112	8.22307	8.42021	8.53427	8.08886	8.5344	8.07903
LOC100129113	7.94708	8.42066	7.83386	7.53505	7.42884	7.51654
LOC100129312	5.86655	6.13131	6.06653	5.7893	5.87506	6.08365
LOC100129345	4.59135	4.71111	4.47573	4.59145	4.45749	4.29999
LOC100129395	7.50702	7.29521	7.41179	7.43987	7.15777	7.37374
LOC100129434	7.0875	7.27577	7.07058	7.03757	7.08152	6.85374
LOC100129449	6.07756	6.06407	6.04288	6.09561	6.02622	5.90253
LOC100129455	6.96205	6.90956	6.68276	7.291	7.23906	7.27374
LOC100129476	6.74268	6.87294	6.58999	6.52821	6.22411	6.47907
LOC100129484	8.37584	8.59855	8.30011	8.2584	8.21615	8.22173
LOC100129518	10.0936	9.82248	10.0353	9.40947	9.31986	9.35177
LOC100129534	7.9541	7.98734	7.93819	7.96046	7.70097	7.83067
LOC100129572	6.40917	6.38718	6.29471	6.34039	6.27339	6.26123
LOC100129581	7.35666	7.52906	7.4983	7.20295	7.36371	7.30813
LOC100129648	6.15738	6.45744	6.19267	5.91626	6.02084	5.81845
LOC100129717	9.86171	9.87859	9.93196	11.2096	11.1787	11.1495
LOC100129785	7.35298	7.42549	7.35468	7.36698	7.29574	7.43736
LOC100129831	7.06974	7.29919	7.01754	6.98856	6.94414	6.94453
LOC100129860	6.28769	6.50627	6.36551	6.16613	6.01378	6.43575
LOC100129860	6.28769	6.50627	6.36551	6.16613	6.01378	6.43575
LOC100129884	6.283	6.23563	6.34312	5.94565	6.76688	6.37628
LOC100129888	9.55669	9.3574	9.54028	8.8894	8.90214	8.87212
LOC100129924	6.5781	6.6859	6.48663	6.99356	6.7984	6.65443
LOC100129940	6.5855	6.53172	6.62016	6.48664	6.52742	6.49715
LOC100130071	7.71793	7.91953	7.7482	7.49536	7.61151	7.61143
LOC100130093	9.899	9.84576	9.82397	10.2706	10.2842	10.1513
LOC100130093	9.65276	9.86106	9.74477	9.54931	9.55139	9.49149
LOC100130156	7.07766	7.11945	6.93054	7.2556	7.12258	7.18919
LOC100130193	5.40047	5.7702	5.50174	5.3378	5.57464	5.57644
LOC100130236	7.24934	7.51869	7.19687	7.21527	7.0841	7.08859
LOC100130236	9.33285	9.32193	9.19273	8.96167	8.90828	9.01782
LOC100130236	7.24934	7.51869	7.19687	7.21527	7.0841	7.08859
LOC100130264	6.33917	6.72879	6.38792	6.0802	5.95996	6.24752
LOC100130269	5.85149	5.99975	5.8432	6.04981	6.02357	5.8588
LOC100130285	9.19328	9.36154	9.33347	9.02304	8.91175	9.24944
LOC100130314	6.3428	6.3368	6.36052	6.33817	6.22345	6.10748
LOC100130331	10.5325	10.6214	10.4919	10.6039	10.4955	10.4163
LOC100130370	8.11796	8.19159	7.97682	7.85923	7.68396	7.72928
LOC100130428	8.94425	8.97311	9.28322	8.75145	9.1056	8.59111
LOC100130433	6.3043	6.44075	6.24787	6.97091	6.79044	6.81592
LOC100130503	5.88682	5.98008	5.89759	5.68231	5.70707	5.6847
LOC100130507	6.42749	6.62682	6.1927	6.19285	6.15861	6.11988
LOC100130691	6.31148	6.13154	6.25663	6.94398	7.45674	7.07717
LOC100130713	8.38146	8.61135	8.79972	9.59417	9.69456	9.75878
LOC100130744	8.68541	8.7528	8.60652	8.79368	8.81067	8.82363
LOC100130815	4.65749	4.54691	4.60175	4.65478	4.67933	4.73783
LOC100130857	7.04507	7.46979	7.11874	6.95117	6.90868	6.98166
LOC100130872	7.80803	7.98736	7.86859	7.69581	7.58968	7.68189
LOC100130876	6.29563	6.99545	6.64151	6.58324	6.68474	6.77995
LOC100130916	6.8707	7.13336	6.66886	6.74416	6.76404	6.79786
LOC100130924	6.2578	6.77867	6.60172	6.28886	6.8019	6.78259
LOC100130927	8.51119	8.37604	8.42159	8.96949	9.18027	9.05397
LOC100131131	5.08097	5.02881	5.12149	4.87797	4.8781	5.0157
LOC100131170	7.05731	6.92907	6.91903	6.88342	6.86211	7.06756
LOC100131195	5.96186	6.01147	5.84467	5.69655	5.94248	5.88037
LOC100131232	6.55096	6.69996	6.42943	6.35493	6.14053	6.5051
LOC100131355	10.0547	10.0404	9.93105	10.3509	10.0954	10.2797
LOC100131373	7.31723	7.44955	7.23681	7.06042	7.2506	7.23404
LOC100131496	6.45619	6.73774	6.56161	6.53027	6.46709	6.57613
LOC100131497	5.64895	5.79079	5.80196	5.74399	5.42905	5.49478
LOC100131506	7.28184	7.54132	7.3019	7.19725	7.29804	7.31764
LOC100131510	6.20246	6.14758	6.41326	6.14756	6.35685	6.17802
LOC100131541	7.18455	7.6778	7.94354	8.36217	9.30472	8.4075
LOC100131581	5.04388	4.88915	4.99136	5.09435	4.96776	5.20038
LOC100131756	5.78374	5.88388	5.63784	5.3062	5.45842	5.85027
LOC100131763	7.57828	7.68312	7.54898	7.45945	7.43328	7.56887
LOC100131763	7.87251	8.19394	8.01481	7.85865	7.6055	7.87334
LOC100131792	5.97386	6.19169	6.17885	5.5375	5.78083	5.84124
LOC100131796	5.44881	4.98001	5.31408	5.11189	5.08977	5.18251
LOC100131826	6.14102	6.13113	6.01604	5.84319	6.04454	5.7098
LOC100131860	9.61093	9.60427	9.78951	10.3391	10.6042	10.5119
LOC100131943	5.68875	5.60952	5.91086	5.73224	5.51588	5.66536
LOC100132005	6.93837	7.3851	7.01118	7.15828	7.5666	7.07819
LOC100132014	6.74894	7.03449	6.83202	6.6767	6.49639	6.8674
LOC100132099	6.55072	6.57083	6.91829	6.4456	7.32247	6.61978
LOC100132147	5.86068	5.82829	5.8357	5.74766	5.65527	5.68412
LOC100132147	5.59064	5.61895	5.61971	5.61893	5.65961	5.35363
LOC100132147	9.49666	9.44636	9.07162	9.1563	9.29105	9.12128
LOC100132147	7.11813	7.43315	7.28019	6.73778	6.53923	6.93638
LOC100132147	6.18418	6.25315	6.24263	6.03674	5.98819	5.94903
LOC100132147	6.18418	6.25315	6.24263	6.03674	5.98819	5.94903
LOC100132217	9.47902	9.59408	9.48253	9.62606	9.69557	9.58316
LOC100132319	4.97283	4.93442	5.25306	5.08177	5.09641	5.30052
LOC100132356	7.77329	7.54528	7.56933	7.91481	7.96262	7.41407
LOC100132686	5.48534	5.34122	5.21273	5.74316	5.62346	5.58555
LOC100132731	6.33238	6.36774	6.32632	6.33769	6.21332	6.25658
LOC100132731	6.97901	6.8361	6.92517	7.08968	6.87525	7.09738
LOC100132764	10.186	10.1041	10.2086	11.0347	11.0261	11.0881
LOC100132800	6.49817	6.80497	6.63145	6.66245	6.60598	6.51642
LOC100132800	6.62472	6.62472	6.66361	7.69608	7.52692	7.82946
LOC100133091	8.98983	9.19573	8.96729	8.78551	8.71941	8.68974
LOC100133106	6.45728	6.79085	6.77505	6.03814	5.9063	6.2872
LOC100133131	7.09835	7.21059	7.13878	7.51126	7.36766	7.47932
LOC100133207	4.38558	4.73055	4.61466	4.52822	4.54344	4.50935
LOC100133267	4.52945	4.47714	4.35845	4.10917	4.65683	4.73451
LOC100133267	4.52945	4.47714	4.35845	4.10917	4.65683	4.73451
LOC100133299	7.73633	7.75368	8.04145	8.03702	8.56885	7.96271
LOC100133315	9.29024	9.3248	9.46096	9.56179	9.67255	9.67844
LOC100133616	6.79912	6.8904	6.66175	6.90236	6.71605	6.59607
LOC100133616	6.79912	6.8904	6.66175	6.90236	6.71605	6.59607
LOC100133746	6.65815	6.92624	6.73061	6.88004	6.93899	7.0338
LOC100133920	9.18542	9.08648	9.21338	8.97874	9.29025	8.90093
LOC100133920	9.03245	9.03547	9.15447	8.92531	9.34164	8.93019
LOC100133920	9.03245	9.03547	9.15447	8.92531	9.34164	8.93019
LOC100133920	9.18994	9.10345	9.21392	8.97168	9.29956	8.93142
LOC100134317	6.10478	6.60687	6.36803	6.27303	6.44756	6.32167
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134822	9.19539	9.10483	9.27243	9.48904	9.98087	9.82658
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134822	8.6445	8.68767	8.82195	9.1542	9.55634	9.60423
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134822	8.82761	8.80171	8.86907	9.0961	9.65604	9.53236
LOC100134868	8.56136	8.40844	8.61099	9.14202	8.92608	9.16622
LOC100134868	8.83712	8.26756	8.78517	9.07315	9.02735	9.08469
LOC100233156	9.80926	9.73757	9.77651	9.77193	9.60375	9.9573
LOC100287166	6.25605	6.09559	6.00275	6.47758	6.12987	6.37536
LOC100287290	6.93869	7.19682	7.14737	7.15704	7.5082	6.99969
LOC100287792	6.73221	6.98159	6.99786	6.61171	6.48009	6.91384
LOC100287869	6.23644	6.46941	6.46982	6.60179	6.57086	6.61068
LOC100287896	7.21141	6.97155	7.34485	8.37179	8.37447	8.3468
LOC100287934	8.81485	8.99721	9.19503	9.49915	9.86029	9.47196
LOC100287934	8.79239	9.00767	9.1806	9.50086	9.83677	9.46509
LOC100288114	5.19296	5.59171	5.26249	5.84078	4.90195	5.85649
LOC100288160	7.12639	7.5519	7.19169	6.8728	6.89935	6.96242
LOC100288208	4.58378	4.84293	4.63922	4.75111	4.42002	4.49225
LOC100288358	10.696	10.6334	10.8287	10.6313	10.6735	10.4956
LOC100288778	9.63603	9.64572	9.60388	9.90241	9.96688	9.98418
LOC100288778	9.92376	9.9275	9.87479	10.1912	10.2373	10.2862
LOC100288778	10.6941	10.7412	10.6293	10.9688	10.9294	11.0982
LOC100288778	10.0237	9.99695	9.91151	10.2904	10.3003	10.3714
LOC100288778	9.95212	9.90887	9.85097	10.2053	10.1858	10.291
LOC100288778	10.0988	10.0409	9.97812	10.3192	10.3285	10.4452
LOC100288814	7.39242	7.24759	7.16723	6.73343	6.81663	6.48825
LOC100288869	7.12816	7.36497	7.05192	6.74518	6.87897	6.7193
LOC100288884	6.65124	6.79916	6.47203	7.56202	7.91713	7.8749
LOC100288974	6.48413	6.5363	6.64229	6.62591	6.8435	6.71686
LOC100289511	10.9978	10.979	10.8551	10.9876	11.0361	11.0073
LOC100289580	6.81612	6.61872	6.57804	6.63787	6.54529	6.55572
LOC100289656	10.1824	10.1151	10.1267	10.4603	10.3328	10.5211
LOC100289656	10.1824	10.1151	10.1267	10.4603	10.3328	10.5211
LOC100291105	8.7764	8.72302	8.72364	8.56537	8.4572	8.55887
LOC100291105	6.77759	6.93257	7.00093	6.70572	6.74915	7.07039
LOC100294362	7.39152	7.61056	7.56993	7.62513	7.54616	7.47544
LOC100420587	5.29796	5.47715	5.57637	5.25387	5.0504	5.20033
LOC100499221	6.69857	6.76434	6.63284	6.55054	6.48089	6.6938
LOC100499484	7.52452	7.59816	7.56794	7.86215	8.01594	7.95074
LOC100505502	7.51246	7.57468	7.54137	7.34997	7.04948	7.32672
LOC100505502	6.66713	6.72391	6.6425	6.56555	6.19111	6.67413
LOC100506127	8.66122	8.39937	8.68874	9.28246	9.081	8.9706
LOC100506242	6.19851	6.36878	6.3119	5.99601	6.29688	6.29507
LOC100506271	6.31779	6.73897	6.641	6.48413	6.51376	6.54024
LOC100506557	7.0421	7.12557	7.20026	7.11531	7.19209	7.19571
LOC100506571	6.57638	6.62258	6.5196	6.64943	6.5466	6.69563
LOC100506667	7.39336	7.34036	7.26362	7.00786	7.10238	7.16052
LOC100506990	6.40319	6.84798	6.69156	7.42157	8.11567	7.18126
LOC100507191	6.41277	6.46396	6.41991	6.2706	6.27215	6.62965
LOC100507387	6.56904	6.86402	6.72265	6.52305	6.40117	6.47783
LOC100507388	4.49024	4.76	4.71674	4.65159	4.4286	4.84648
LOC100507530	5.49088	5.58927	5.27338	5.23236	5.32088	5.16646
LOC100507646	7.50461	7.5386	7.52069	7.55529	7.36077	7.51585
LOC100508226	6.42837	6.5602	6.67624	6.48086	6.84146	6.58948
LOC100509780	5.78874	6.05885	5.66796	6.06185	5.89832	5.78945
LOC100509814	5.3427	5.44349	5.39105	5.32544	5.26977	5.18784
LOC100996333	9.95797	9.73304	9.94676	9.70724	9.72553	9.59658
LOC100996455	6.83251	7.12414	6.80104	6.79037	6.73008	6.79941
LOC100996634	6.95344	7.03909	6.89448	6.98553	6.64341	6.8663
LOC101060321	8.53306	8.55773	8.59425	9.18423	9.29251	9.31735
LOC101926935	6.89035	6.99162	6.94163	6.95254	6.87966	7.13983
LOC101926935	7.07071	7.11789	7.11302	7.07396	6.96717	7.24436
LOC101927051	8.02013	8.21255	7.95855	7.77535	7.69441	7.76696
LOC101927181	7.5832	7.49067	7.55183	7.7652	7.49861	7.70646
LOC101927770	8.00213	7.97936	8.02974	7.79256	7.94382	7.6061
LOC101927830	4.4097	4.59422	4.33438	4.79123	5.00299	4.82531
LOC101927830	4.4097	4.59422	4.33438	4.79123	5.00299	4.82531
LOC101927905	8.20131	8.07641	8.0687	8.14998	8.11112	8.05351
LOC101928068	8.29429	8.57447	8.26363	8.66431	8.56604	8.55375
LOC101928673	6.67195	6.75084	6.65909	7.26264	7.29323	6.86126
LOC101928751	6.30462	6.40512	6.28206	6.25808	6.27497	6.53776
LOC101928885	7.9413	8.20108	7.92174	7.90205	7.74133	7.92441
LOC101929762	5.60839	5.69842	5.6364	5.54344	5.44118	5.78941
LOC102723552	6.28206	6.19256	6.30545	6.60635	6.6785	6.33833
LOC102723552	6.29601	6.18688	6.29037	6.59725	6.66141	6.35838
LOC102723552	6.27932	6.20771	6.35801	6.5861	6.6498	6.43542
LOC102723552	6.28206	6.19256	6.30545	6.60635	6.6785	6.33833
LOC102723631	13.0289	13.0089	13.0602	13.0389	13.0662	13.0732
LOC102723631	12.4593	12.4248	12.4755	12.4387	12.4739	12.4576
LOC102723631	12.7654	12.713	12.7646	12.7233	12.7504	12.7371
LOC102723631	12.1217	12.0973	12.147	12.1075	12.1428	12.127
LOC102723631	12.6961	12.6918	12.7455	12.7254	12.7844	12.762
LOC102724238	9.03083	8.84176	8.97463	9.34081	9.29471	9.36632
LOC102724238	10.0288	9.93418	9.98756	10.2325	10.1511	10.4122
LOC102724238	9.19153	9.04226	9.12693	9.51275	9.45201	9.52693
LOC102724238	9.33177	9.23437	9.33887	9.76653	9.64599	9.83526
LOC102724238	9.03083	8.84176	8.97463	9.34081	9.29471	9.36632
LOC102724631	8.32456	8.5495	8.5572	8.80794	9.29319	8.7344
LOC102724631	7.9949	8.25586	8.13045	8.32326	8.88429	8.39971
LOC102724631	9.48739	9.67438	9.70067	9.95769	10.521	9.8984
LOC102724631	7.7333	7.93411	7.91759	8.2508	8.71769	8.19669
LOC102724862	8.46222	8.48644	8.52987	9.10106	9.21707	9.23252
LOC102724862	8.45155	8.49674	8.46825	9.06826	9.15007	9.16527
LOC102724862	8.504	8.51713	8.52391	9.18729	9.24422	9.26937
LOC102724862	8.48776	8.48617	8.54077	9.16807	9.25577	9.27167
LOC102724862	8.16846	8.19498	8.22256	8.7519	8.78724	8.74547
LOC102724862	7.89098	8.08487	7.88707	8.42085	8.48087	8.38486
LOC102724862	8.53105	8.52738	8.57339	9.23587	9.31192	9.31477
LOC113230	7.75142	7.82193	7.63467	7.65317	7.51313	7.79452
LOC146880	8.60053	8.79231	8.69738	8.7383	8.93009	8.90282
LOC148696	6.64662	6.85371	6.42352	6.49153	6.45967	6.42544
LOC149373	4.42945	5.06811	4.78497	4.37698	4.73748	4.81504
LOC149950	6.66682	6.47569	6.41172	6.53305	6.29126	6.4064
LOC150776	9.62299	9.62031	9.56513	8.96096	8.9986	9.0433
LOC151121	7.60134	7.64582	7.69608	7.46546	7.20589	7.47487
LOC151174	7.03156	7.12942	6.94101	6.9127	6.79162	6.84597
LOC153684	7.70378	7.98118	7.73943	8.54208	8.74361	8.5462
LOC154872	4.49303	4.64068	4.34208	4.41394	4.47203	4.59754
LOC157740	7.26059	6.88144	7.30545	7.15466	7.03397	7.36735
LOC158960	8.50714	8.62674	8.4702	8.55564	8.3421	8.55852
LOC1720	11.9363	11.8496	11.8645	11.1489	11.1546	11.1051
LOC202181	6.98336	7.28809	6.94256	6.95682	7.02345	7.06168
LOC220077	7.69846	7.70996	7.51426	7.49282	7.42664	7.55262
LOC254028	6.87918	6.98816	6.66383	6.87421	6.59672	6.70758
LOC280665	5.98149	6.1893	6.07798	5.97825	6.11361	5.99663
LOC280665	4.14181	4.15908	4.11284	4.05156	4.28175	4.16448
LOC283588	6.29155	6.0822	6.42225	5.86494	6.06792	5.75776
LOC283693	7.03528	7.20122	7.01196	7.28782	7.44329	7.26552
LOC284009	7.5325	7.60327	7.69928	7.2263	7.39367	7.41985
LOC284023	8.1208	8.22934	8.08783	8.07503	7.98659	8.09763
LOC284379	6.2516	6.77353	6.56256	6.16384	6.33054	6.56176
LOC284581	6.68863	6.83063	6.74037	6.82555	6.79559	6.8347
LOC284788	4.138	4.40827	3.97041	4.34323	4.3037	4.6185
LOC284837	7.41724	7.35146	7.41622	7.00924	7.10758	7.31123
LOC285074	11.1255	11.0509	11.2443	10.9128	10.9714	10.8406
LOC285074	10.7688	10.6192	10.8447	10.2164	10.216	10.1603
LOC285696	6.60068	6.66968	6.59229	6.5409	6.42535	6.48016
LOC285847	8.94473	8.79163	8.91459	8.09788	7.90553	7.79541
LOC286359	5.56801	5.60277	5.40961	5.44511	5.86661	5.42314
LOC338797	7.51892	7.70143	7.49934	7.3312	7.4	7.338
LOC339059	7.49268	7.89309	7.77639	7.39594	7.50161	7.5304
LOC339803	8.98175	8.67509	8.80473	9.66344	9.621	9.48718
LOC344887	7.40415	7.1479	7.56935	7.44907	7.45486	7.45674
LOC344967	10.3057	10.2391	10.162	9.55947	9.39125	9.33063
LOC375196	7.33444	7.53911	7.27495	7.41625	7.39956	7.4103
LOC387720	8.29682	8.5024	8.4361	8.13779	7.95781	8.1714
LOC388022	9.90798	9.75933	9.76164	9.48114	9.67038	9.69642
LOC389607	6.65303	6.70174	6.42441	6.48917	6.70473	6.73717
LOC389765	9.04468	8.59651	9.07412	9.61089	9.66799	9.62833
LOC389765	7.55859	7.22156	7.55007	7.94496	7.9716	7.85529
LOC389834	8.57996	8.79092	8.82745	9.1565	9.51509	9.30071
LOC392364	6.05151	6.2995	6.10443	6.15374	6.01581	5.93804
LOC399491	11.418	11.5051	11.5001	11.3797	11.4398	11.4228
LOC399491	11.3758	11.4766	11.4705	11.3651	11.4589	11.4269
LOC399491	11.3233	11.3749	11.435	11.2854	11.3442	11.305
LOC399491	11.4143	11.4507	11.5864	11.3759	11.4773	11.4236
LOC399491	11.3781	11.486	11.4817	11.3682	11.4871	11.4336
LOC399851	8.56487	9.05773	8.72816	8.72903	8.65689	8.80332
LOC399886	6.49103	6.4	6.43648	6.44587	6.41212	6.33276
LOC399898	6.00967	6.28522	5.87815	5.73187	6.11629	5.951
LOC399900	6.80623	6.789	6.57778	6.7475	6.75853	6.96843
LOC400464	8.53844	8.37563	8.48808	8.89711	8.90447	8.86117
LOC400499	6.41999	6.34691	6.52888	6.41788	6.24104	6.41378
LOC400511	6.32049	6.22389	6.22643	5.97719	6.28377	6.41817
LOC400576	6.13641	6.24809	5.94315	5.97357	5.83811	5.77416
LOC400590	7.13778	7.07824	7.55536	7.69416	7.74394	7.57292
LOC400661	5.40853	5.2649	5.23039	5.23993	4.86291	5.13496
LOC400707	6.84139	7.11127	6.65748	6.66315	6.85629	6.77906
LOC400863	6.87634	7.07074	6.89884	6.68463	6.78104	7.00759
LOC400867	6.37508	6.54577	6.43562	6.29471	6.26866	6.47979
LOC400927	10.557	10.5542	10.6166	10.3524	10.3485	10.3604
LOC400940	5.78325	5.87249	5.54351	5.69199	5.55842	5.72118
LOC400943	6.02384	6.01985	5.98271	5.76614	6.00667	5.85352
LOC400965	6.27394	6.503	6.31278	5.93622	6.07891	6.07347
LOC400968	6.89236	7.28522	7.0295	6.58828	6.78543	6.75961
LOC400968	6.8585	7.15594	6.87897	6.64122	6.75056	6.80232
LOC400997	5.28068	5.54485	5.32527	5.39851	5.45174	5.15927
LOC401010	7.10876	7.1277	7.0982	6.84559	6.69969	6.86848
LOC401040	6.18318	6.35689	6.27029	5.99646	6.06104	6.17294
LOC401052	7.32137	7.14169	7.22122	7.91316	7.72426	7.74806
LOC401123	5.81378	5.92744	5.78095	5.54227	5.90755	5.71239
LOC401127	8.1789	8.02915	8.23328	7.75417	7.53091	7.58337
LOC401286	5.99076	6.12704	5.97333	5.56176	5.83083	5.9431
LOC401286	5.99076	6.12704	5.97333	5.56176	5.83083	5.9431
LOC401296	7.26488	7.59041	7.27928	7.23578	7.10338	7.23575
LOC401320	8.03446	7.99859	8.20505	8.93333	8.84434	8.65428
LOC401357	7.98481	8.06229	7.88326	7.80526	7.94913	7.84526
LOC401410	5.92839	6.0654	5.88307	5.58339	5.42148	5.73045
LOC401433	7.52919	7.78754	7.56793	7.49663	7.42531	7.48128
LOC401557	6.27408	6.26129	6.10847	6.24366	6.05979	5.98021
LOC407835	8.91462	9.27722	8.93246	8.93573	9.02873	9.01967
LOC439938	5.08369	5.20853	5.10934	5.1688	5.26011	4.98286
LOC440173	5.86973	5.8365	5.81492	5.50383	5.49894	5.99851
LOC440300	8.0121	8.11279	8.01617	8.09998	8.12685	8.08039
LOC440300	8.0121	8.11279	8.01617	8.09998	8.12685	8.08039
LOC440300	7.91428	8.00934	7.87441	8.20852	8.04518	8.11822
LOC440300	8.0121	8.11279	8.01617	8.09998	8.12685	8.08039
LOC440313	7.04113	7.46975	7.19642	6.61509	6.45654	6.84988
LOC440337	6.18344	6.19918	6.11439	6.10788	5.93456	6.05294
LOC440434	11.0893	10.9886	11.2449	11.4697	11.5701	11.7315
LOC440446	6.24167	6.31874	6.13429	5.93644	5.86841	5.77498
LOC440461	8.09856	8.17243	7.98687	8.04336	7.85673	8.07843
